Loc,1,1.p,2,2.p,3,3.p,4,4.p,5,5.p,6,6p,7,7p,8,8p,9,9p,10,10p,11,11p,12,12p,13,13p,14,14p,15,15p,16,16p,17,17p,18,18p,19,19p,20,20p,21,21p,22,22p,23,23p,24,24p,25,25p,26,26p,27,27p,28,28p,29,29p,30,30p,31,31p,32,32p,33,33p,34,34p,35,35p,36,36p,37,37p,38,38p,39,39p,40,40p,41,41p,42,42p,43,43p,44,44p,45,45p,46,46p,47,47p,48,48p,49,49p,50,50p,51,51p,52,52p,53,53p,54,54p,55,55p,56,56p,57,57p,58,58p,59,59p,60,60p,61,61p,62,62p,63,63p,64,64p,65,65p,66,66p,67,67p,68,68p,69,69p,吾,wú,71,71p,72,72p,73,73p,74,74p,75,75p,76,76p,77,77p,78,78p,79,79p,80,80p,81,81p
59,門,mén,之,jiào,敢,gǎn,,,,,,,,,,,,,而,ér,,,,,貴,guì,物,xiàng,兮,qí,天,tiān,,,,,,,無,wú,以,yǐ,與,zhēng,之,zhī,,,王,wáng,,,善,shàn,,fù,,,已,yǐ,樂,lè,之,zhī,,,其,qí,,,,,,,攘,rǎng,神,wú,,,建,jiàn,教,jiào,,,,,,,,,,,,,耳,ěr,無,wú,有,yǒu,其,guāng,,,故,gù,生,shēng,,xià,云,yún,廉,lián,久,jiǔ,,,兼,jiān,道,dào,難,nán,之,zhī,矣,yǐ,以,yǐ,"天
下",tiān,,,,,,,,,,,恢,huī,,,,,,,有,yǒu,為,wéi,,,國,guó,,
60,門,,教,wàn,為,wéi,,,,,,,,,,,,,不,bù,,,,,以,yǐ,之,shì,其,ruò,乃,nǎi,,,,,,,所,suǒ,此,cǐ,之,gǔ,同,tóng,,,亦,yì,,,人,rén,谷,guī,,,果,guǒ,殺,shā,在,zài,,,大,dà,,,,,,,臂,bì,無,yǐ,,,德,dé,之,zhī,,,,,,,,,,,,,目,mù,所,suǒ,為,wéi,光,fù,,,以,yǐ,曰,yuē,貴,guì,我,wǒ,而,ér,視,shì,,,畜,chù,者,zhě,是,shì,是,shì,與,yǔ,"天
下",tiān,,xià,,,,,,,,,,,疏,shū,,,,,,,道,dào,"天
下",tiān,,,相,xiāng,,
61,,,"萬
物",wù,也,yě,,,,,,,,,,,,,恃,shì,,,,,身,shēn,象,wèi,若,zhuó,道,dào,,,,,,,歸,guī,,,爭,zhī,於,yú,,,大,dà,,,之,zhī,常,yú,,,而,ér,人,rén,"天
下",tiān,,,,,,,,,,,而,ér,以,líng,,,若,ruò,強,qiáng,,,,,,,,,,,,,聖,shèng,措,cuò,而,ér,復,guī,,,身,shēn,祥,xiáng,,,無,wú,不,bù,之,zhī,,,人,rén,何,hé,以,yǐ,以,yǐ,物,wù,,xià,先,xiān,,,,,,,,,,,而,ér,,,,,,,者,zhě,,xià,,,望,wàng,,
62,,,,zuò,為,wéi,,,,,,,,,,,,,長,cháng,,,,,為,wéi,是,hū,濁,dàn,道,dào,,,,,,,衆,zhòng,,,古,suǒ,德,dé,,,域,yù,,,師,shī,德,pǔ,,,勿,wù,夫,fū,,xià,,,,,,,,,,,扔,rēng,靈,jiāng,,,偷,tōu,梁,liáng,,,,,,,,,,,,,人,rén,兵,bīng,不,bù,歸,qí,,,觀,guān,心,xīn,,,為,wéi,劌,guì,道,dào,,,小,xiǎo,不,bù,聖,shèng,聖,shèng,反,fǎn,樂,lè,故,gù,,,,,,,,,,,不,bù,,,,,,,是,shì,王,wáng,,,雞,jī,,
63,,,作,yān,無,wú,,,,,,,,,,,,,而,ér,,,,,"天
下",tiān xià,謂,huǎng,澹,xī,乃,nǎi,,,,,,,人,rén,,,之,wèi,者,zhě,,,中,zhōng,,,不,bù,乃,pǔ,,,強,qiáng,樂,lè,猶,yóu,,,,,,,,,,,之,zhī,將,kǒng,,,質,zhì,者,zhě,,,,,,,,,,,,,皆,jiē,無,wú,恃,shì,其,míng,,,身,shēn,使,shǐ,,,而,ér,直,zhí,久,jiǔ,,,國,guó,曰,yuē,人,rén,人,rén,矣,yǐ,推,tuī,能,néng,,,,,,,,,,,失,shī,,,,,,,以,yǐ,正,zhèng,,,犬,quǎn,,
64,,,焉,ér,為,wéi,,,,,,,,,,,,,不,bù,,,,,,ruò,惚,yíng,兮,qí,久,jiǔ,,,,,,,皆,jiē,,,所,qū,德,dé,,,有,yǒu,,,善,shàn,足,sàn,,,物,wù,殺,shā,川,chuān,,,,,,,,,,,故,gù,恐,xiē,,,真,zhēn,不得,bù dé,,,,,,,,,,,,,孩,hái,所,suǒ,長,zhǎng,明,wú,,,以,yǐ,氣,qì,,,民,mín,而,ér,,,,,不,bù,求,qiú,猶,yóu,無,wú,然,rán,而,ér,成,chéng,,,,,,,,,,,,,,,,,,,聖,shèng,言,yán,,,之,zhī,,
65,,,而,bù,則,zé,,,,,,,,,,,,,宰,zǎi,,,,,若,kě,恍,zhī,其,ruò,沒,mò,,,,,,,有,yǒu,,,謂,zé,亦,yì,,,四,sì,,,人,rén,復,zé,,,壯,zhuàng,人,rén,谷,gǔ,,,,,,,,,,,失,shī,歇,gǔ,,,若,ruò,其,qí,,,,,,,,,,,,,之,zhī,容,róng,而,ér,無,yí,,,家,jiā,曰,yuē,,,自,zì,不,bù,,,,,過,guò,以,yǐ,難,nán,為,wéi,後,hòu,不,bù,器,qì,,,,,,,,,,,,,,,,,,,人,rén,若,ruò,,,聲,shēng,,
66,,,不,cí,無,wú,,,,,,,,,,,,,是,shì,,,,,可,jì,迎,bù,若,hǎi,身,shēn,,,,,,,餘,yú,,,曲,quán,樂,lè,,,大,dà,,,者,zhě,歸,wéi,,,則,zé,者,zhě,之,zhī,,,,,,,,,,,道,dào,谷,wú,,,渝,yú,死,sǐ,,,,,,,,,,,,,,,夫,fū,不,bù,遺,shēn,,,觀,guān,強,qiáng,,,化,huà,肆,sì,,,,,欲,yù,得,dé,之,zhī,故,gù,乃,nǎi,厭,yàn,長,zhǎng,,,,,,,,,,,,,,,,,,,為,wéi,反,fǎn,,,相,xiāng,,
67,,,辭,shēng,不,bù,,,,,,,,,,,,,謂,wèi,,,,,寄,ài,之,jiàn,海,liù,不,bù,,,,,,,而,ér,,,則,qǐ,得,dé,,,而,ér,,,善,shàn,於,qì,,,老,lǎo,不可,bù kě,與,yǔ,,,,,,,,,,,而,ér,無,yǐ,,,大,dà,吾,wú,,,,,,,,,,,,,,,何,hé,宰,zǎi,身,yāng,,,家,jiā,物,wù,,,我,wǒ,光,guāng,,,,,入,rù,有,yǒu,故,gù,無,wú,至,zhì,樂,lè,今,jīn,,,,,,,,,,,,,,,,,,,而,ér,,,,,聞,wén,,
68,,,生,ér,治,zhì,,,,,,,,,,,,,玄,xuán,,,,,愛,yǐ,不,qí,飂,xī,殆,dài,,,,,,,我,wǒ,,,全,xū,之,zhī,,,王,wáng,,,人,rén,樸,shèng,,,是,shì,得,dé,江,jiāng,,,,,,,,,,,後,hòu,以,yíng,,,方,fāng,將,jiāng,,,,,,,,,,,,,,,故,gù,是,shì,殃,shì,,,以,yǐ,壯,zhuàng,,,好,hào,而,ér,,,,,事,shì,罪,zuì,終,zhōng,敗,bài,大,dà,為,wéi,舍,shě,,,,,,,,,,,,,,,,,,,不,bù,,,,,民,mín,,
69,,,而,bù,,,,,,,,,,,,,,,德,dé,,,,,以,shēn,見,shǒu,兮,ruò,,,,,,,,,獨,dú,,,豈,yán,同,tóng,,,居,jū,,,之,zhī,樸,rén,,,謂,wèi,於,yú,海,hǎi,,,,,,,,,,,德,dé,盈,jiāng,,,無,wú,以,yǐ,,,,,,,,,,,,,,,以,yǐ,謂,wèi,是,wéi,,,鄉,xiāng,則,zé,,,靜,jìng,不,bù,,,,,人,rén,以,yǐ,無,wú,無,wú,順,shùn,而,ér,慈,cí,,,,,,,,,,,,,,,,,,,恃,shì,,,,,至,zhì,,
70,,,不,yǒu,,,,,,,,,,,,,,,,,,,,,身,wéi,其,suí,若,wú,,,,,,,,,若,ruò,,,虛,zāi,於,yú,,,其,qí,,,資,zī,散,yòng,,,不,bù,"天
下",tiān,,,,,,,,,,,,,失,shī,將,kǒng,,,隅,yú,為,wéi,,,,,,,,,,,,,,,其,qí,玄,xuán,為,xí,,,觀,guān,老,lǎo,,,而,ér,燿,yào,,,,,夫,fū,免,miǎn,難,nán,執,zhí,,,不,bù,且,qiě,,,,,,,,,,,,,,,,,,,功,gōng,,,,,老,lǎo,,
71,,,有,wéi,,,,,,,,,,,,,,,,,,,,,為,tiān xià,首,zhī,無,zhǐ,,,,,,,,,遺,yí,,,言,chéng,失,shī,,,一,yī,,,不,bù,則,zhī,,,道,dào,,xià,,,,,,,,,,,,,德,dé,恐,jié,,,大,dà,教,jiào,,,,,,,,,,,,,,,無,wú,德,dé,習,cháng,,,鄉,xiāng,是,shì,,,民,mín,,,,,,,兩,liǎng,耶,yé,,,故,gù,,,辭,cí,勇,yǒng,,,,,,,,,,,,,,,,,,,成,chéng,,,,,死,sǐ,,
72,,,為,ér,,,,,,,,,,,,,,,,,,,,,"天
下",ruò,隨,bù,止,shú,,,,,,,,,我,wǒ,,,哉,quán,者,zhě,,,人,rén,,,貴,guì,為,zé,,,不,bù,矣,yǐ,,,,,,,,,,,,,而,ér,竭,wàn,,,器,qì,父,fù,,,,,,,,,,,,,,,死,sǐ,,,常,,,,以,yǐ,謂,wèi,,,自,zì,,,,,,,者,zhě,故,gù,,,無,wú,,,,,舍,shě,,,,,,,,,,,,,,,,,,,而,ér,,,,,不,bù,,
73,,,而,bù,,,,,,,,,,,,,,,,,,,,,,kě,之,jiàn,孰,néng,,,,,,,,,愚,yú,,,誠,ér,失,shī,,,法,fǎ,,,其,qí,器,wéi,,,道,dào,吉,jí,,,,,,,,,,,,,後,hòu,"萬
物",wù,,,晚,wǎn,,,,,,,,,,,,,,,,,地,dì,,,,,,,國,guó,不,bù,,,正,zhèng,,,,,,,各,gè,為,wéi,,,失,shī,,,,,儉,jiǎn,,,,,,,,,,,,,,,,,,,不,bù,,,,,相,xiāng,,
74,,,不,shì,,,,,,,,,,,,,,,,,,,,,若,tuō,不,qí,能,zhuó,,,,,,,,,人,rén,,,全,guī,亦,yì,,,地,dì,,,師,shī,聖,guān,,,早,zǎo,事,shì,,,,,,,,,,,,,仁,rén,,wú,,,成,chéng,,,,,,,,,,,,,,,,,,,,,,,,,觀,guān,道,dào,,,我,wǒ,,,,,,,得,dé,"天
下",tiān,,,民,mín,,,,,且,qiě,,,,,,,,,,,,,,,,,,,處,chǔ,,,,,往,wǎng,,
75,,,恃,gōng,,,,,,,,,,,,,,,,,,,,,可,,見,hòu,濁,yǐ,,,,,,,,,之,zhī,,,而,zhī,樂,lè,,,地,dì,,,不,bù,人,zhǎng,,,已,yǐ,尚,shàng,,,,,,,,,,,,,失,shī,無,yǐ,,,大,dà,,,,,,,,,,,,,,,,,,,,,,,,,國,guó,不,bù,,,無,wú,,,,,,,其,qí,,xià,,,之,zhī,,,,,廣,guǎng,,,,,,,,,,,,,,,,,,,其,qí,,,,,來,lái,,
76,,,功,chéng,,,,,,,,,,,,,,,,,,,,,托,,其,zhí,以,jìng,,,,,,,,,心,xīn,,,歸,,得,dé,,,法,fǎ,,,愛,ài,用,fū,,,,,左,zuǒ,,,,,,,,,,,,,仁,rén,以,shēng,,,音,yīn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,道,dào,,,事,shì,,,,,,,所,suǒ,貴,guì,,,從,cóng,,,,,舍,shě,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,
77,,,成,ér,,,,,,,,,,,,,,,,,,,,,,,後,gǔ,靜,zhī,,,,,,,,,也,yě,,,之,,之,zhī,,,天,tiān,,,其,qí,之,dà,,,,,凶,xiōng,,,,,,,,,,,,,而,ér,生,jiāng,,,希,xī,,,,,,,,,,,,,,,,,,,,,,,,,"天
下",tiān,早,zǎo,,,而,ér,,,,,,,欲,yù,,,,,事,shì,,,,,後,hòu,,,,,,,,,,,,,,,,,,,欲,yù,,,,,,,,
78,,,而,fú,,,,,,,,,,,,,,,,,,,,,,,執,zhī,之,xú,,,,,,,,,沌,dùn,,,,,信,xìn,,,天,tiān,,,資,zī,則,zhì,,,,,事,shì,,,,,,,,,,,,,後,hòu,將,kǒng,,,聲,shēng,,,,,,,,,,,,,,,,,,,,,,,,,,xià,已,yǐ,,,民,mín,,,,,,,大,dà,,,,,常,cháng,,,,,且,qiě,,,,,,,,,,,,,,,,,,,見,jiàn,,,,,,,,
79,,,弗,jū,,,,,,,,,,,,,,,,,,,,,,,古,dào,徐,qīng,,,,,,,,,沌,dùn,,,,,不足,bù zú,,,法,fǎ,,,雖,suī,為,bù,,,,,尚,shàng,,,,,,,,,,,,,義,yì,恐,miè,,,大,dà,,,,,,,,,,,,,,,,,,,,,,,,,觀,guān,,,,,自,zì,,,,,,,者,zhě,,,,,於,yú,,,,,先,xiān,,,,,,,,,,,,,,,,,,,賢,xián,,,,,,,,
80,,,居,fū,,,,,,,,,,,,,,,,,,,,,,,之,yǐ,清,shú,,,,,,,,,兮,xī,,,,,焉,yān,,,道,dào,,,智,zhì,官,gē,,,,,右,yòu,,,,,,,,,,,,,失,shī,滅,hóu,,,象,xiàng,,,,,,,,,,,,,,,,,,,,,,,,,"天
下",tiān,,,,,富,fù,,,,,,,宜,yí,,,,,幾,jī,,,,,死,sǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,夫,wéi,,,,,,,,,,,,,,,,,,,,,,,道,yù,孰,néng,,,,,,,,,俗,sú,,,,,有,yǒu,,,道,dào,,,大,dà,長,,,,,,偏,piān,,,,,,,,,,,,,義,yì,侯,wáng,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,,xià,,,,,我,wǒ,,,,,,,為,wéi,,,,,成,chéng,,,,,矣,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,唯,fú,,,,,,,,,,,,,,,,,,,,,,,以,jīn,能,ān,,,,,,,,,人,rén,,,,,不,bù,,,法,fǎ,,,迷,mí,夫,,,,,,將,jiàng,,,,,,,,,,,,,而,ér,王,wú,,,形,xíng,,,,,,,,,,,,,,,,,,,,,,,,,吾,wú,,,,,無,wú,,,,,,,下,xià,,,,,而,ér,,,,,夫,fū,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,弗,jū,,,,,,,,,,,,,,,,,,,,,,,御,zhī,安,yǐ,,,,,,,,,昭,zhāo,,,,,信,xìn,,,自,zì,,,是,shì,大,,,,,,軍,jūn,,,,,,,,,,,,,後,hòu,無,yǐ,,,道,dào,,,,,,,,,,,,,,,,,,,,,,,,,何,hé,,,,,欲,yù,,,,,,,,,,,,,敗,bài,,,,,慈,cí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,居,shì,,,,,,,,,,,,,,,,,,,,,,,今,yǒu,以,jiǔ,,,,,,,,,昭,zhāo,,,,,焉,yān,,,然,rán,,,謂,wèi,制,,,,,,居,jū,,,,,,,,,,,,,禮,lǐ,以,zhēn,,,隱,yǐn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,而,ér,,,,,,,,,,,,,之,zhī,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,是,yǐ,,,,,,,,,,,,,,,,,,,,,,,之,néng,久,dòng,,,,,,,,,我,wǒ,,,,,,,,,,,,,要,yào,不,,,,,,左,zuǒ,,,,,,,,,,,,,夫,fū,貞,jiāng,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,知,zhī,,,,,民,mín,,,,,,,,,,,,,慎,shèn,,,,,戰,zhàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,以,bù,,,,,,,,,,,,,,,,,,,,,,,有,zhī,動,zhī,,,,,,,,,獨,dú,,,,,,,,,,,,,妙,miào,割,,,,,,上,shàng,,,,,,,,,,,,,禮,lǐ,將,kǒng,,,名,míng,,,,,,,,,,,,,,,,,,,,,,,,,"天
下",tiān,,,,,自,zì,,,,,,,,,,,,,終,zhōng,,,,,則,zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,不,qù,,,,,,,,,,,,,,,,,,,,,,,能,gǔ,之,xú,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,將,jiàng,,,,,,,,,,,,,者,zhě,恐,jué,,,夫,fū,,,,,,,,,,,,,,,,,,,,,,,,,,xià,,,,,樸,pǔ,,,,,,,,,,,,,如,ruò,,,,,勝,shèng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,去,wei2,,,,,,,,,,,,,,,,,,,,,,,知,shǐ,徐,shēng,,,,,,,,,昏,hūn,,,,,,,,,,,,,,,,,,,,,居,jū,,,,,,,,,,,,,忠,zhōng,蹶,gù,,,唯,wéi,,,,,,,,,,,,,,,,,,,,,,,,,然,rán,,,,,,,,,,,,,,,,,,,始,shǐ,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,唯,fu2,,,,,,,,,,,,,,,,,,,,,,,古,shì,生,bǎo,,,,,,,,,俗,sú,,,,,,,,,,,,,,,,,,,,,右,yòu,,,,,,,,,,,,,信,xìn,故,guì,,,道,dào,,,,,,,,,,,,,,,,,,,,,,,,,哉,zāi,,,,,,,,,,,,,,,,,,,則,zé,,,,,守,shǒu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,弗,ju1,,,,,,,,,,,,,,,,,,,,,,,始,wèi,保,cǐ,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,言,yán,,,,,,,,,,,,,之,zhī,貴,yǐ,,,善,shàn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,無,wú,,,,,則,zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,居,shi4,,,,,,,,,,,,,,,,,,,,,,,是,dào,此,dào,,,,,,,,,察,chá,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,薄,bó,以,jiàn,,,貸,dài,,,,,,,,,,,,,,,,,,,,,,,,,此,cǐ,,,,,,,,,,,,,,,,,,,敗,bài,,,,,固,gù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,是,yi3,,,,,,,,,,,,,,,,,,,,,,,謂,jì,道,zhě,,,,,,,,,察,chá,,,,,,,,,,,,,,,,,,,,,喪,sāng,,,,,,,,,,,,,而,ér,賤,wéi,,,且,qiě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,事,shì,,,,,天,tiān,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,以,bu,,,,,,,,,,,,,,,,,,,,,,,道,,者,bù,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,禮,lǐ,,,,,,,,,,,,,亂,luàn,為,běn,,,成,chéng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,shì,,,,,將,jiāng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,不,qu4,,,,,,,,,,,,,,,,,,,,,,,紀,,不,yù,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,處,chǔ,,,,,,,,,,,,,之,zhī,本,gāo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,救,jiù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,去,,,,,,,,,,,,,,,,,,,,,,,,,,欲,yíng,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,首,shǒu,高,yǐ xià,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聖,shèng,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盈,fū,,,,,,,,,閒,xián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前,qián,以下,wéi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夫,wéi,,,,,,,,,澹,dàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,識,shí,為,jī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欲,yù,,,,,慈,cí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唯,bù,,,,,,,,,兮,xī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,者,zhě,基,shì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,衛,wèi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,yíng,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華,huá,是,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欲,yù,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盈,gù,,,,,,,,,海,hǎi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道,dào,以,hóu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,故,néng,,,,,,,,,飂,liù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,侯,wáng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貴,guì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,能,bì,,,,,,,,,兮,xī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華,huá,王,zì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,難,nán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔽,bù,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而,ér,自,chēng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,得,dé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,xīn,,,,,,,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愚,yú,稱,gū,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新,chéng,,,,,,,,,止,zhǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,孤,guǎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貨,huò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,成,,,,,,,,,,衆,zhòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,始,shǐ,寡,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,學,xué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,shì,不,gǔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,皆,jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,穀,cǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,學,xué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,yǒu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大,dà,此,qí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,復,fù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丈夫,zhàng fū,其,jiàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,眾,zhòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,處,chǔ,賤,yě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其,qí,也,fēi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頑,wán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,厚,hòu,非,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,所,suǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,且,qiě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,以,jiàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,過,guò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄙,bǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,處,chǔ,賤,wéi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其,qí,為,běn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,輔,fǔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薄,bó,本,yé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"萬
物",wàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
