Loc,1,1.p,2,2.p,3,3.p,4,4.p,5,5.p,6,6p,7,7p,8,8p,9,9p,10,10p,11,11p,12,12p,13,13p,14,14p,15,15p,16,16p,17,17p,18,18p,19,19p,20,20p,21,21p,22,22p,23,23p,24,24p,25,25p,26,26p,27,27p,28,28p,29,29p,30,30p,31,31p,32,32p,33,33p,34,34p,35,35p,36,36p,37,37p,38,38p,39,39p,40,40p,41,41p,42,42p,43,43p,44,44p,45,45p,46,46p,47,47p,48,48p,49,49p,50,50p,51,51p,52,52p,53,53p,54,54p,55,55p,56,56p,57,57p,58,58p,59,59p,60,60p,61,61p,62,62p,63,63p,64,64p,65,65p,66,66p,67,67p,68,68p,69,69p,吾,wú,71,71p,72,72p,73,73p,74,74p,75,75p,76,76p,77,77p,78,78p,79,79p,80,80p,81,81p
60,,,萬,wàn,為,wéi,,,,,,,,,,,,,不,bù,,,,,以,yǐ,是,shì,若,ruò,乃,nǎi,,,,,,,所,suǒ,此,cǐ,古,gǔ,同,tóng,,,亦,yì,,,人,rén,歸,guī,,,果,guǒ,殺,shā,在,zài,,,大,dà,,,,,,,臂,bì,以,yǐ,,,德,dé,之,zhī,,,,,,,,,,,,,目,mù,所,suǒ,為,wéi,復,fù,,,以,yǐ,曰,yuē,貴,guì,我,wǒ,而,ér,視,shì,,,畜,chù,者,zhě,是,shì,是,shì,與,yǔ,天,tiān,下,xià,,,,,,,,,,,疏,shū,,,,,,,道,dào,天,tiān,,,相,xiāng,,
61,,,物,wù,也,yě,,,,,,,,,,,,,恃,shì,,,,,身,shēn,謂,wèi,濁,zhuó,道,dào,,,,,,,歸,guī,,,之,zhī,於,yú,,,大,dà,,,之,zhī,於,yú,,,而,ér,人,rén,天,tiān,,,,,,,,,,,而,ér,靈,líng,,,若,ruò,強,qiáng,,,,,,,,,,,,,聖,shèng,措,cuò,而,ér,歸,guī,,,身,shēn,祥,xiáng,,,無,wú,不,bù,之,zhī,,,人,rén,何,hé,以,yǐ,以,yǐ,物,wù,下,xià,先,xiān,,,,,,,,,,,而,ér,,,,,,,者,zhě,下,xià,,,望,wàng,,
62,,,作,zuò,為,wéi,,,,,,,,,,,,,長,cháng,,,,,為,wéi,惚,hū,澹,dàn,道,dào,,,,,,,衆,zhòng,,,所,suǒ,德,dé,,,域,yù,,,師,shī,樸,pǔ,,,勿,wù,夫,fū,下,xià,,,,,,,,,,,扔,rēng,將,jiāng,,,偷,tōu,梁,liáng,,,,,,,,,,,,,人,rén,兵,bīng,不,bù,其,qí,,,觀,guān,心,xīn,,,為,wéi,劌,guì,道,dào,,,小,xiǎo,不,bù,聖,shèng,聖,shèng,反,fǎn,樂,lè,故,gù,,,,,,,,,,,不,bù,,,,,,,是,shì,王,wáng,,,雞,jī,,
63,,,焉,yān,無,wú,,,,,,,,,,,,,而,ér,,,,,天下,tiān xià,恍,huǎng,兮,xī,乃,nǎi,,,,,,,人,rén,,,謂,wèi,者,zhě,,,中,zhōng,,,不,bù,樸,pǔ,,,強,qiáng,樂,lè,猶,yóu,,,,,,,,,,,之,zhī,恐,kǒng,,,質,zhì,者,zhě,,,,,,,,,,,,,皆,jiē,無,wú,恃,shì,明,míng,,,身,shēn,使,shǐ,,,而,ér,直,zhí,久,jiǔ,,,國,guó,曰,yuē,人,rén,人,rén,矣,yǐ,推,tuī,能,néng,,,,,,,,,,,失,shī,,,,,,,以,yǐ,正,zhèng,,,犬,quǎn,,
64,,,而,ér,為,wéi,,,,,,,,,,,,,不,bù,,,,,若,ruò,迎,yíng,其,qí,久,jiǔ,,,,,,,皆,jiē,,,曲,qū,德,dé,,,有,yǒu,,,善,shàn,散,sàn,,,物,wù,殺,shā,川,chuān,,,,,,,,,,,故,gù,歇,xiē,,,真,zhēn,不得,bù dé,,,,,,,,,,,,,孩,hái,所,suǒ,長,zhǎng,無,wú,,,以,yǐ,氣,qì,,,民,mín,而,ér,,,,,不,bù,求,qiú,猶,yóu,無,wú,然,rán,而,ér,成,chéng,,,,,,,,,,,,,,,,,,,聖,shèng,言,yán,,,之,zhī,,
65,,,不,bù,則,zé,,,,,,,,,,,,,宰,zǎi,,,,,可,kě,之,zhī,若,ruò,沒,mò,,,,,,,有,yǒu,,,則,zé,亦,yì,,,四,sì,,,人,rén,則,zé,,,壯,zhuàng,人,rén,谷,gǔ,,,,,,,,,,,失,shī,谷,gǔ,,,若,ruò,其,qí,,,,,,,,,,,,,之,zhī,容,róng,而,ér,遺,yí,,,家,jiā,曰,yuē,,,自,zì,不,bù,,,,,過,guò,以,yǐ,難,nán,為,wéi,後,hòu,不,bù,器,qì,,,,,,,,,,,,,,,,,,,人,rén,若,ruò,,,聲,shēng,,
66,,,辭,cí,無,wú,,,,,,,,,,,,,是,shì,,,,,寄,jì,不,bù,海,hǎi,身,shēn,,,,,,,餘,yú,,,全,quán,樂,lè,,,大,dà,,,者,zhě,為,wéi,,,則,zé,者,zhě,之,zhī,,,,,,,,,,,道,dào,無,wú,,,渝,yú,死,sǐ,,,,,,,,,,,,,,,夫,fū,不,bù,身,shēn,,,觀,guān,強,qiáng,,,化,huà,肆,sì,,,,,欲,yù,得,dé,之,zhī,故,gù,乃,nǎi,厭,yàn,長,zhǎng,,,,,,,,,,,,,,,,,,,為,wéi,反,fǎn,,,相,xiāng,,
67,,,生,shēng,不,bù,,,,,,,,,,,,,謂,wèi,,,,,愛,ài,見,jiàn,飂,liù,不,bù,,,,,,,而,ér,,,豈,qǐ,得,dé,,,而,ér,,,善,shàn,器,qì,,,老,lǎo,不可,bù kě,與,yǔ,,,,,,,,,,,而,ér,以,yǐ,,,大,dà,吾,wú,,,,,,,,,,,,,,,何,hé,宰,zǎi,殃,yāng,,,家,jiā,物,wù,,,我,wǒ,光,guāng,,,,,入,rù,有,yǒu,故,gù,無,wú,至,zhì,樂,lè,今,jīn,,,,,,,,,,,,,,,,,,,而,ér,,,,,聞,wén,,
68,,,而,ér,治,zhì,,,,,,,,,,,,,玄,xuán,,,,,以,yǐ,其,qí,兮,xī,殆,dài,,,,,,,我,wǒ,,,虛,xū,之,zhī,,,王,wáng,,,人,rén,聖,shèng,,,是,shì,得,dé,江,jiāng,,,,,,,,,,,後,hòu,盈,yíng,,,方,fāng,將,jiāng,,,,,,,,,,,,,,,故,gù,是,shì,是,shì,,,以,yǐ,壯,zhuàng,,,好,hào,而,ér,,,,,事,shì,罪,zuì,終,zhōng,敗,bài,大,dà,為,wéi,舍,shě,,,,,,,,,,,,,,,,,,,不,bù,,,,,民,mín,,
69,,,不,bù,,,,,,,,,,,,,,,德,dé,,,,,身,shēn,首,shǒu,若,ruò,,,,,,,,,獨,dú,,,言,yán,同,tóng,,,居,jū,,,之,zhī,人,rén,,,謂,wèi,於,yú,海,hǎi,,,,,,,,,,,德,dé,將,jiāng,,,無,wú,以,yǐ,,,,,,,,,,,,,,,以,yǐ,謂,wèi,為,wéi,,,鄉,xiāng,則,zé,,,靜,jìng,不,bù,,,,,人,rén,以,yǐ,無,wú,無,wú,順,shùn,而,ér,慈,cí,,,,,,,,,,,,,,,,,,,恃,shì,,,,,至,zhì,,
70,,,有,yǒu,,,,,,,,,,,,,,,,,,,,,為,wéi,隨,suí,無,wú,,,,,,,,,若,ruò,,,哉,zāi,於,yú,,,其,qí,,,資,zī,用,yòng,,,不,bù,天,tiān,,,,,,,,,,,,,失,shī,恐,kǒng,,,隅,yú,為,wéi,,,,,,,,,,,,,,,其,qí,玄,xuán,習,xí,,,觀,guān,老,lǎo,,,而,ér,燿,yào,,,,,夫,fū,免,miǎn,難,nán,執,zhí,,,不,bù,且,qiě,,,,,,,,,,,,,,,,,,,功,gōng,,,,,老,lǎo,,
71,,,為,wéi,,,,,,,,,,,,,,,,,,,,,天下,tiān xià,之,zhī,止,zhǐ,,,,,,,,,遺,yí,,,誠,chéng,失,shī,,,一,yī,,,不,bù,之,zhī,,,道,dào,下,xià,,,,,,,,,,,,,德,dé,竭,jié,,,大,dà,教,jiào,,,,,,,,,,,,,,,無,wú,德,dé,常,cháng,,,鄉,xiāng,是,shì,,,民,mín,,,,,,,兩,liǎng,耶,yé,,,故,gù,,,辭,cí,勇,yǒng,,,,,,,,,,,,,,,,,,,成,chéng,,,,,死,sǐ,,
72,,,而,ér,,,,,,,,,,,,,,,,,,,,,若,ruò,不,bù,孰,shú,,,,,,,,,我,wǒ,,,全,quán,者,zhě,,,人,rén,,,貴,guì,則,zé,,,不,bù,矣,yǐ,,,,,,,,,,,,,而,ér,萬,wàn,,,器,qì,父,fù,,,,,,,,,,,,,,,死,sǐ,,,,,,,以,yǐ,謂,wèi,,,自,zì,,,,,,,者,zhě,故,gù,,,無,wú,,,,,舍,shě,,,,,,,,,,,,,,,,,,,而,ér,,,,,不,bù,,
73,,,不,bù,,,,,,,,,,,,,,,,,,,,,可,kě,見,jiàn,能,néng,,,,,,,,,愚,yú,,,而,ér,失,shī,,,法,fǎ,,,其,qí,為,wéi,,,道,dào,吉,jí,,,,,,,,,,,,,後,hòu,物,wù,,,晚,wǎn,,,,,,,,,,,,,,,,,地,dì,,,,,,,國,guó,不,bù,,,正,zhèng,,,,,,,各,gè,為,wéi,,,失,shī,,,,,儉,jiǎn,,,,,,,,,,,,,,,,,,,不,bù,,,,,相,xiāng,,
74,,,恃,shì,,,,,,,,,,,,,,,,,,,,,托,tuō,其,qí,濁,zhuó,,,,,,,,,人,rén,,,歸,guī,亦,yì,,,地,dì,,,師,shī,官,guān,,,早,zǎo,事,shì,,,,,,,,,,,,,仁,rén,無,wú,,,成,chéng,,,,,,,,,,,,,,,,,,,,,,,,,觀,guān,道,dào,,,我,wǒ,,,,,,,得,dé,天,tiān,,,民,mín,,,,,且,qiě,,,,,,,,,,,,,,,,,,,處,chǔ,,,,,往,wǎng,,
75,,,功,gōng,,,,,,,,,,,,,,,,,,,,,,,後,hòu,以,yǐ,,,,,,,,,之,zhī,,,之,zhī,樂,lè,,,地,dì,,,不,bù,長,zhǎng,,,已,yǐ,尚,shàng,,,,,,,,,,,,,失,shī,以,yǐ,,,大,dà,,,,,,,,,,,,,,,,,,,,,,,,,國,guó,不,bù,,,無,wú,,,,,,,其,qí,下,xià,,,之,zhī,,,,,廣,guǎng,,,,,,,,,,,,,,,,,,,其,qí,,,,,來,lái,,
76,,,成,chéng,,,,,,,,,,,,,,,,,,,,,,,執,zhí,靜,jìng,,,,,,,,,心,xīn,,,,,得,dé,,,法,fǎ,,,愛,ài,夫,fū,,,,,左,zuǒ,,,,,,,,,,,,,仁,rén,生,shēng,,,音,yīn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,道,dào,,,事,shì,,,,,,,所,suǒ,貴,guì,,,從,cóng,,,,,舍,shě,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,
77,,,而,ér,,,,,,,,,,,,,,,,,,,,,,,古,gǔ,之,zhī,,,,,,,,,也,yě,,,,,之,zhī,,,天,tiān,,,其,qí,大,dà,,,,,凶,xiōng,,,,,,,,,,,,,而,ér,將,jiāng,,,希,xī,,,,,,,,,,,,,,,,,,,,,,,,,天,tiān,早,zǎo,,,而,ér,,,,,,,欲,yù,,,,,事,shì,,,,,後,hòu,,,,,,,,,,,,,,,,,,,欲,yù,,,,,,,,
78,,,弗,fú,,,,,,,,,,,,,,,,,,,,,,,之,zhī,徐,xú,,,,,,,,,沌,dùn,,,,,信,xìn,,,天,tiān,,,資,zī,制,zhì,,,,,事,shì,,,,,,,,,,,,,後,hòu,恐,kǒng,,,聲,shēng,,,,,,,,,,,,,,,,,,,,,,,,,下,xià,已,yǐ,,,民,mín,,,,,,,大,dà,,,,,常,cháng,,,,,且,qiě,,,,,,,,,,,,,,,,,,,見,jiàn,,,,,,,,
79,,,居,jū,,,,,,,,,,,,,,,,,,,,,,,道,dào,清,qīng,,,,,,,,,沌,dùn,,,,,不足,bù zú,,,法,fǎ,,,雖,suī,不,bù,,,,,尚,shàng,,,,,,,,,,,,,義,yì,滅,miè,,,大,dà,,,,,,,,,,,,,,,,,,,,,,,,,觀,guān,,,,,自,zì,,,,,,,者,zhě,,,,,於,yú,,,,,先,xiān,,,,,,,,,,,,,,,,,,,賢,xián,,,,,,,,
80,,,夫,fū,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,孰,shú,,,,,,,,,兮,xī,,,,,焉,yān,,,道,dào,,,智,zhì,割,gē,,,,,右,yòu,,,,,,,,,,,,,失,shī,侯,hóu,,,象,xiàng,,,,,,,,,,,,,,,,,,,,,,,,,天,tiān,,,,,富,fù,,,,,,,宜,yí,,,,,幾,jī,,,,,死,sǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,唯,wéi,,,,,,,,,,,,,,,,,,,,,,,御,yù,能,néng,,,,,,,,,俗,sú,,,,,有,yǒu,,,道,dào,,,大,dà,,,,,,,偏,piān,,,,,,,,,,,,,義,yì,王,wáng,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,下,xià,,,,,我,wǒ,,,,,,,為,wéi,,,,,成,chéng,,,,,矣,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,弗,fú,,,,,,,,,,,,,,,,,,,,,,,今,jīn,安,ān,,,,,,,,,人,rén,,,,,不,bù,,,法,fǎ,,,迷,mí,,,,,,,將,jiàng,,,,,,,,,,,,,而,ér,無,wú,,,形,xíng,,,,,,,,,,,,,,,,,,,,,,,,,吾,wú,,,,,無,wú,,,,,,,下,xià,,,,,而,ér,,,,,夫,fū,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,居,jū,,,,,,,,,,,,,,,,,,,,,,,之,zhī,以,yǐ,,,,,,,,,昭,zhāo,,,,,信,xìn,,,自,zì,,,是,shì,,,,,,,軍,jūn,,,,,,,,,,,,,後,hòu,以,yǐ,,,道,dào,,,,,,,,,,,,,,,,,,,,,,,,,何,hé,,,,,欲,yù,,,,,,,,,,,,,敗,bài,,,,,慈,cí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,是,shì,,,,,,,,,,,,,,,,,,,,,,,有,yǒu,久,jiǔ,,,,,,,,,昭,zhāo,,,,,焉,yān,,,然,rán,,,謂,wèi,,,,,,,居,jū,,,,,,,,,,,,,禮,lǐ,貞,zhēn,,,隱,yǐn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,而,ér,,,,,,,,,,,,,之,zhī,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,能,néng,動,dòng,,,,,,,,,我,wǒ,,,,,,,,,,,,,要,yào,,,,,,,左,zuǒ,,,,,,,,,,,,,夫,fū,將,jiāng,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,知,zhī,,,,,民,mín,,,,,,,,,,,,,慎,shèn,,,,,戰,zhàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,不,bù,,,,,,,,,,,,,,,,,,,,,,,知,zhī,之,zhī,,,,,,,,,獨,dú,,,,,,,,,,,,,妙,miào,,,,,,,上,shàng,,,,,,,,,,,,,禮,lǐ,恐,kǒng,,,名,míng,,,,,,,,,,,,,,,,,,,,,,,,,天,tiān,,,,,自,zì,,,,,,,,,,,,,終,zhōng,,,,,則,zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,去,qù,,,,,,,,,,,,,,,,,,,,,,,古,gǔ,徐,xú,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,將,jiàng,,,,,,,,,,,,,者,zhě,蹶,jué,,,夫,fū,,,,,,,,,,,,,,,,,,,,,,,,,下,xià,,,,,樸,pǔ,,,,,,,,,,,,,如,ruò,,,,,勝,shèng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,唯,wei2,,,,,,,,,,,,,,,,,,,,,,,始,shǐ,生,shēng,,,,,,,,,昏,hūn,,,,,,,,,,,,,,,,,,,,,居,jū,,,,,,,,,,,,,忠,zhōng,故,gù,,,唯,wéi,,,,,,,,,,,,,,,,,,,,,,,,,然,rán,,,,,,,,,,,,,,,,,,,始,shǐ,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,弗,fu2,,,,,,,,,,,,,,,,,,,,,,,是,shì,保,bǎo,,,,,,,,,俗,sú,,,,,,,,,,,,,,,,,,,,,右,yòu,,,,,,,,,,,,,信,xìn,貴,guì,,,道,dào,,,,,,,,,,,,,,,,,,,,,,,,,哉,zāi,,,,,,,,,,,,,,,,,,,則,zé,,,,,守,shǒu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,居,ju1,,,,,,,,,,,,,,,,,,,,,,,謂,wèi,此,cǐ,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,言,yán,,,,,,,,,,,,,之,zhī,以,yǐ,,,善,shàn,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,無,wú,,,,,則,zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,是,shi4,,,,,,,,,,,,,,,,,,,,,,,道,dào,道,dào,,,,,,,,,察,chá,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,薄,bó,賤,jiàn,,,貸,dài,,,,,,,,,,,,,,,,,,,,,,,,,此,cǐ,,,,,,,,,,,,,,,,,,,敗,bài,,,,,固,gù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,以,yi3,,,,,,,,,,,,,,,,,,,,,,,紀,jì,者,zhě,,,,,,,,,察,chá,,,,,,,,,,,,,,,,,,,,,喪,sāng,,,,,,,,,,,,,而,ér,為,wéi,,,且,qiě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,事,shì,,,,,天,tiān,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,不,bu,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,禮,lǐ,,,,,,,,,,,,,亂,luàn,本,běn,,,成,chéng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,shì,,,,,將,jiāng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,去,qu4,,,,,,,,,,,,,,,,,,,,,,,,,欲,yù,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,處,chǔ,,,,,,,,,,,,,之,zhī,高,gāo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,救,jiù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盈,yíng,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,首,shǒu,以下,yǐ xià,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聖,shèng,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夫,fū,,,,,,,,,閒,xián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前,qián,為,wéi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唯,wéi,,,,,,,,,澹,dàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,識,shí,基,jī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欲,yù,,,,,慈,cí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,兮,xī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,者,zhě,是,shì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,衛,wèi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盈,yíng,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華,huá,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欲,yù,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,故,gù,,,,,,,,,海,hǎi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道,dào,侯,hóu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,能,néng,,,,,,,,,飂,liù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,王,wáng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貴,guì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔽,bì,,,,,,,,,兮,xī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華,huá,自,zì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,難,nán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,若,ruò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而,ér,稱,chēng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,得,dé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新,xīn,,,,,,,,,無,wú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愚,yú,孤,gū,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,成,chéng,,,,,,,,,止,zhǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,寡,guǎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貨,huò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,衆,zhòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,始,shǐ,不,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,學,xué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,shì,穀,gǔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,皆,jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,此,cǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,學,xué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,yǒu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大,dà,其,qí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,復,fù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丈夫,zhàng fū,賤,jiàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,眾,zhòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,處,chǔ,也,yě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人,rén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其,qí,非,fēi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頑,wán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,厚,hòu,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,所,suǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,且,qiě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,bù,賤,jiàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,過,guò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄙,bǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,處,chǔ,為,wéi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以,yǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,wǒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其,qí,本,běn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,輔,fǔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,獨,dú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薄,bó,邪,yé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萬,wàn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,異,yì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,處,chǔ,故,gù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物,wù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,於,yú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其,qí,致,zhì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,之,zhī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
